Task,TrialType,Stimuli,CorrectResponse,StimulusType,thisN,thisTrialN,thisRepN,Trialnumb,LDT_key_resp.keys,LDT_key_resp.corr,LDT_key_resp.rt,LDT_key_resp.duration,LDT_prac_trials.thisRepN,LDT_prac_trials.thisTrialN,LDT_prac_trials.thisN,LDT_prac_trials.thisIndex,LDT_trials.thisRepN,LDT_trials.thisTrialN,LDT_trials.thisN,LDT_trials.thisIndex,thisRow.t,notes,Intro.started,Intro.stopped,LDT_intro.started,keyboard_LDT.started,LDT_intro.stopped,LDT_prac.started,LDT_prac.stopped,LDT_feedback.started,LDT_feedback.stopped,LDT_instr.started,LDT_instr_key_resp.started,LDT_instr.stopped,LDT_trial.started,LDT_stim_text.started,LDT_key_resp.started,LDT_trial.stopped,LDT_trials.LDT_key_resp.keys,LDT_trials.LDT_key_resp.corr,LDT_trials.LDT_key_resp.rt,LDT_trials.LDT_key_resp.duration,LDT_break.started,LDT_break.stopped,end.started,end.stopped,Participant,date,expName,expVersion,psychopyVersion,frameRate,expStart,
,,,,,,,,,,,,,,,,,,,,,,,0.008484500000122353,2.381097800000134,,,,,,,,,,,,,,,,,,,,,,,MB37,2025-10-16_15h19.12.474,online_LDT&KRT,,2025.1.1,120.9706198663714,2025-10-16 15h19.21.175559 +0900,
,,,,,,,,,,,,,,,,,,,,,,,,,2.381120699999883,2.3938003000002936,23.07317150000017,,,,,,,,,,,,,,,,,,,,MB37,2025-10-16_15h19.12.474,online_LDT&KRT,,2025.1.1,120.9706198663714,2025-10-16 15h19.21.175559 +0900,
LDT,Practice,concept,l,word,0,0,0,,,,,,0,0,0,0,,,,,23.089409900001556,,,,,,,23.08166810000148,24.14936250000028,24.15362880000066,25.14167290000114,,,,,,,,,,,,,,,,MB37,2025-10-16_15h19.12.474,online_LDT&KRT,,2025.1.1,120.9706198663714,2025-10-16 15h19.21.175559 +0900,
LDT,Practice,yami,a,nonword,1,1,0,,,,,,0,1,1,6,,,,,25.149878900001568,,,,,,,25.145223299999998,26.13463860000047,26.134662400001616,27.126977400001124,,,,,,,,,,,,,,,,MB37,2025-10-16_15h19.12.474,online_LDT&KRT,,2025.1.1,120.9706198663714,2025-10-16 15h19.21.175559 +0900,
LDT,Practice,jeong,a,nonword,2,2,0,,,,,,0,2,2,7,,,,,27.135184800001298,,,,,,,27.129926100000375,28.186641400001463,28.186666500001593,29.179068200000984,,,,,,,,,,,,,,,,MB37,2025-10-16_15h19.12.474,online_LDT&KRT,,2025.1.1,120.9706198663714,2025-10-16 15h19.21.175559 +0900,
LDT,Practice,cucumber,l,word,3,3,0,,,,,,0,3,3,1,,,,,29.187139800000296,,,,,,,29.182188900000256,30.088736800000333,30.088763700001437,31.080945300000167,,,,,,,,,,,,,,,,MB37,2025-10-16_15h19.12.474,online_LDT&KRT,,2025.1.1,120.9706198663714,2025-10-16 15h19.21.175559 +0900,
LDT,Practice,lankua,a,nonword,4,4,0,,,,,,0,4,4,9,,,,,31.089026300000114,,,,,,,31.083413900001688,31.99863660000119,31.998660900000687,32.991137200000594,,,,,,,,,,,,,,,,MB37,2025-10-16_15h19.12.474,online_LDT&KRT,,2025.1.1,120.9706198663714,2025-10-16 15h19.21.175559 +0900,
LDT,Practice,truck,l,word,5,5,0,,,,,,0,5,5,2,,,,,32.999301200001355,,,,,,,32.99261330000081,33.875709600000846,33.875735700001314,34.868041300000186,,,,,,,,,,,,,,,,MB37,2025-10-16_15h19.12.474,online_LDT&KRT,,2025.1.1,120.9706198663714,2025-10-16 15h19.21.175559 +0900,
LDT,Practice,baseball,l,word,6,6,0,,,,,,0,6,6,4,,,,,34.876164000001154,,,,,,,34.87008170000081,35.852612200000294,35.852637300000424,36.84501950000049,,,,,,,,,,,,,,,,MB37,2025-10-16_15h19.12.474,online_LDT&KRT,,2025.1.1,120.9706198663714,2025-10-16 15h19.21.175559 +0900,
LDT,Practice,format,l,word,7,7,0,,,,,,0,7,7,3,,,,,36.85325620000003,,,,,,,36.84684710000147,37.837849300000016,37.84019690000059,38.83044620000146,,,,,,,,,,,,,,,,MB37,2025-10-16_15h19.12.474,online_LDT&KRT,,2025.1.1,120.9706198663714,2025-10-16 15h19.21.175559 +0900,
LDT,Practice,huftuk,a,nonword,8,8,0,,,,,,0,8,8,8,,,,,38.83847640000022,,,,,,,38.83268300000054,39.781511000001046,39.7823567000014,40.77398160000121,,,,,,,,,,,,,,,,MB37,2025-10-16_15h19.12.474,online_LDT&KRT,,2025.1.1,120.9706198663714,2025-10-16 15h19.21.175559 +0900,
LDT,Practice,cluerk,a,nonword,9,9,0,,,,,,0,9,9,5,,,,,40.782044999999925,,,,,,,40.775070000001506,41.75013850000141,41.75096980000126,42.742566500000976,,,,,,,,,,,,,,,,MB37,2025-10-16_15h19.12.474,online_LDT&KRT,,2025.1.1,120.9706198663714,2025-10-16 15h19.21.175559 +0900,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.74261040000056,42.7506753000016,55.680740000001606,,,,,,,,,,,,,MB37,2025-10-16_15h19.12.474,online_LDT&KRT,,2025.1.1,120.9706198663714,2025-10-16 15h19.21.175559 +0900,
LDT,Target,mass,l,word,0,0,0,102,l,1,0.3932689000012033,None,,,,,0,0,0,101,55.713596900000994,,,,,,,,,,,,,,55.70189010000104,56.17238260000158,56.17238260000158,56.57329950000167,l,1,0.3932689000012033,None,56.57333530000142,56.57334720000108,,,MB37,2025-10-16_15h19.12.474,online_LDT&KRT,,2025.1.1,120.9706198663714,2025-10-16 15h19.21.175559 +0900,
LDT,Target,trick,l,word,1,1,0,75,l,1,0.5007709000001341,None,,,,,0,1,1,74,56.5811117000012,,,,,,,,,,,,,,56.57433470000069,57.06494350000139,57.06494350000139,57.57426560000022,l,1,0.5007709000001341,None,57.57430010000098,57.57431170000018,,,MB37,2025-10-16_15h19.12.474,online_LDT&KRT,,2025.1.1,120.9706198663714,2025-10-16 15h19.21.175559 +0900,
LDT,Target,peaf,a,nonword,2,2,0,179,l,0,0.42780020000100194,None,,,,,0,2,2,178,57.58210710000094,,,,,,,,,,,,,,57.575756600001114,58.06591850000041,58.06591850000041,58.50012020000031,l,0,0.42780020000100194,None,58.50015549999989,58.50016649999998,,,MB37,2025-10-16_15h19.12.474,online_LDT&KRT,,2025.1.1,120.9706198663714,2025-10-16 15h19.21.175559 +0900,
LDT,Target,pick,l,word,3,3,0,58,a,0,0.6372073999991699,None,,,,,0,3,3,57,58.508042200001,,,,,,,,,,,,,,58.50115360000018,58.991856100001314,58.991856100001314,59.63474850000057,a,0,0.6372073999991699,None,59.63478450000002,59.63479619999998,,,MB37,2025-10-16_15h19.12.474,online_LDT&KRT,,2025.1.1,120.9706198663714,2025-10-16 15h19.21.175559 +0900,
LDT,Target,ugly,l,word,4,4,0,78,l,1,0.5918189999993047,None,,,,,0,4,4,77,59.64251180000065,,,,,,,,,,,,,,59.63586570000007,60.126321100000496,60.126321100000496,60.71905730000071,l,1,0.5918189999993047,None,60.719092600000295,60.71910350000144,,,MB37,2025-10-16_15h19.12.474,online_LDT&KRT,,2025.1.1,120.9706198663714,2025-10-16 15h19.21.175559 +0900,
LDT,Target,gead,a,nonword,5,5,0,145,a,1,0.6922668999995949,None,,,,,0,5,5,144,60.726984700000685,,,,,,,,,,,,,,60.72113060000083,61.210715600000185,61.210715600000185,61.90357100000074,a,1,0.6922668999995949,None,61.90360839999994,61.90361920000032,,,MB37,2025-10-16_15h19.12.474,online_LDT&KRT,,2025.1.1,120.9706198663714,2025-10-16 15h19.21.175559 +0900,
LDT,Target,virus,l,word,6,6,0,100,l,1,0.5858859999989363,None,,,,,0,6,6,99,61.91149949999999,,,,,,,,,,,,,,61.90556540000034,62.395247800001016,62.395247800001016,62.98796670000047,l,1,0.5858859999989363,None,62.988002699999925,62.98801350000031,,,MB37,2025-10-16_15h19.12.474,online_LDT&KRT,,2025.1.1,120.9706198663714,2025-10-16 15h19.21.175559 +0900,
LDT,Target,spin,l,word,7,7,0,107,l,1,0.45450329999948735,None,,,,,0,7,7,106,62.99581500000022,,,,,,,,,,,,,,62.98897300000135,63.479661000001215,63.479661000001215,63.93890460000148,l,1,0.45450329999948735,None,63.93894050000017,63.93895150000026,,,MB37,2025-10-16_15h19.12.474,online_LDT&KRT,,2025.1.1,120.9706198663714,2025-10-16 15h19.21.175559 +0900,
LDT,Target,news,l,word,8,8,0,45,l,1,0.45439880000049016,None,,,,,0,8,8,44,63.94679470000119,,,,,,,,,,,,,,63.941233999999895,64.43059100000028,64.43059100000028,64.88997350000136,l,1,0.45439880000049016,None,64.89001150000149,64.89002230000006,,,MB37,2025-10-16_15h19.12.474,online_LDT&KRT,,2025.1.1,120.9706198663714,2025-10-16 15h19.21.175559 +0900,
LDT,Target,loil,a,nonword,9,9,0,170,a,1,0.6480756000000838,None,,,,,0,9,9,169,64.89771770000152,,,,,,,,,,,,,,64.89097180000135,65.38155590000133,65.38155590000133,66.0326395000011,a,1,0.6480756000000838,None,66.0326767000006,66.03268750000097,,,MB37,2025-10-16_15h19.12.474,online_LDT&KRT,,2025.1.1,120.9706198663714,2025-10-16 15h19.21.175559 +0900,
LDT,Target,kire,a,nonword,10,10,0,166,a,1,0.6013280000006489,None,,,,,0,10,10,165,66.0405363000009,,,,,,,,,,,,,,66.03364090000105,66.52434960000028,66.52434960000028,67.13372460000028,a,1,0.6013280000006489,None,67.13376020000032,67.13377150000088,,,MB37,2025-10-16_15h19.12.474,online_LDT&KRT,,2025.1.1,120.9706198663714,2025-10-16 15h19.21.175559 +0900,
LDT,Target,tran,a,nonword,11,11,0,206,a,1,1.204234599999836,None,,,,,0,11,11,205,67.14171200000055,,,,,,,,,,,,,,67.13467740000124,67.62549320000107,67.62549320000107,68.83545100000083,a,1,1.204234599999836,None,68.83548599999995,68.83549690000109,,,MB37,2025-10-16_15h19.12.474,online_LDT&KRT,,2025.1.1,120.9706198663714,2025-10-16 15h19.21.175559 +0900,
LDT,Target,loak,a,nonword,12,12,0,169,a,1,0.7984089999990829,None,,,,,0,12,12,168,68.84361190000163,,,,,,,,,,,,,,68.8366156000011,69.32715150000149,69.32715150000149,70.12840790000155,a,1,0.7984089999990829,None,70.12844430000041,70.1284556999999,,,MB37,2025-10-16_15h19.12.474,online_LDT&KRT,,2025.1.1,120.9706198663714,2025-10-16 15h19.21.175559 +0900,
LDT,Target,hirs,a,nonword,13,13,0,153,a,1,0.5454595999999583,None,,,,,0,13,13,152,70.13633380000101,,,,,,,,,,,,,,70.12936710000031,70.6201054000012,70.6201054000012,71.17108350000126,a,1,0.5454595999999583,None,71.17117120000148,71.17118320000009,,,MB37,2025-10-16_15h19.12.474,online_LDT&KRT,,2025.1.1,120.9706198663714,2025-10-16 15h19.21.175559 +0900,
