Task,TrialType,Stimuli,CorrectResponse,StimulusType,thisN,thisTrialN,thisRepN,Trialnumb,LDT_key_resp.keys,LDT_key_resp.corr,LDT_key_resp.rt,LDT_key_resp.duration,LDT_prac_trials.thisRepN,LDT_prac_trials.thisTrialN,LDT_prac_trials.thisN,LDT_prac_trials.thisIndex,LDT_trials.thisRepN,LDT_trials.thisTrialN,LDT_trials.thisN,LDT_trials.thisIndex,thisRow.t,notes,Intro.started,Intro.stopped,LDT_intro.started,keyboard_LDT.started,LDT_intro.stopped,LDT_prac.started,LDT_prac.stopped,LDT_feedback.started,LDT_feedback.stopped,LDT_instr.started,LDT_instr_key_resp.started,LDT_instr.stopped,LDT_trial.started,LDT_stim_text.started,LDT_key_resp.started,LDT_trial.stopped,LDT_trials.LDT_key_resp.keys,LDT_trials.LDT_key_resp.corr,LDT_trials.LDT_key_resp.rt,LDT_trials.LDT_key_resp.duration,LDT_break.started,LDT_break.stopped,end.started,end.stopped,Participant,date,expName,expVersion,psychopyVersion,frameRate,expStart,
,,,,,,,,,,,,,,,,,,,,,,,0.0064981000032275915,11.592981900001178,,,,,,,,,,,,,,,,,,,,,,,MB56,2025-11-20_16h29.34.781,online_LDT&KRT,,2025.1.1,121.31814590720275,2025-11-20 16h29.51.524630 +0900,
,,,,,,,,,,,,,,,,,,,,,,,,,11.593012299999828,11.600883300008718,29.94453280000016,,,,,,,,,,,,,,,,,,,,MB56,2025-11-20_16h29.34.781,online_LDT&KRT,,2025.1.1,121.31814590720275,2025-11-20 16h29.51.524630 +0900,
LDT,Practice,concept,l,word,0,0,0,,,,,,0,0,0,0,,,,,29.960776000007172,,,,,,,29.95270239999809,32.17179269999906,32.17558030001237,33.164165000009234,,,,,,,,,,,,,,,,MB56,2025-11-20_16h29.34.781,online_LDT&KRT,,2025.1.1,121.31814590720275,2025-11-20 16h29.51.524630 +0900,
LDT,Practice,lankua,a,nonword,1,1,0,,,,,,0,1,1,9,,,,,33.172298400008,,,,,,,33.1680456000031,35.85869020000973,35.858720000003814,36.8511748000019,,,,,,,,,,,,,,,,MB56,2025-11-20_16h29.34.781,online_LDT&KRT,,2025.1.1,121.31814590720275,2025-11-20 16h29.51.524630 +0900,
LDT,Practice,jeong,a,nonword,2,2,0,,,,,,0,2,2,7,,,,,36.859289400003036,,,,,,,36.854092699999455,40.863724800001364,40.86374960000103,41.856142100004945,,,,,,,,,,,,,,,,MB56,2025-11-20_16h29.34.781,online_LDT&KRT,,2025.1.1,121.31814590720275,2025-11-20 16h29.51.524630 +0900,
LDT,Practice,cluerk,a,nonword,3,3,0,,,,,,0,3,3,5,,,,,41.86427730000287,,,,,,,41.85816509999859,43.58307170000626,43.58309840000584,44.57556260000274,,,,,,,,,,,,,,,,MB56,2025-11-20_16h29.34.781,online_LDT&KRT,,2025.1.1,121.31814590720275,2025-11-20 16h29.51.524630 +0900,
LDT,Practice,truck,l,word,4,4,0,,,,,,0,4,4,2,,,,,44.58363390000886,,,,,,,44.57756679999875,45.7936109000002,45.793638400005875,46.786082400009036,,,,,,,,,,,,,,,,MB56,2025-11-20_16h29.34.781,online_LDT&KRT,,2025.1.1,121.31814590720275,2025-11-20 16h29.51.524630 +0900,
LDT,Practice,huftuk,a,nonword,5,5,0,,,,,,0,5,5,8,,,,,46.79425450001145,,,,,,,46.78874070000893,48.880043700002716,48.88007020000077,49.87244330000249,,,,,,,,,,,,,,,,MB56,2025-11-20_16h29.34.781,online_LDT&KRT,,2025.1.1,121.31814590720275,2025-11-20 16h29.51.524630 +0900,
LDT,Practice,yami,a,nonword,6,6,0,,,,,,0,6,6,6,,,,,49.88073489999806,,,,,,,49.87526030000299,52.041434800004936,52.04145940000308,53.033864700002596,,,,,,,,,,,,,,,,MB56,2025-11-20_16h29.34.781,online_LDT&KRT,,2025.1.1,121.31814590720275,2025-11-20 16h29.51.524630 +0900,
LDT,Practice,baseball,l,word,7,7,0,,,,,,0,7,7,4,,,,,53.04206160000467,,,,,,,53.03647940000519,54.62737260000722,54.62739880000299,55.61982570000691,,,,,,,,,,,,,,,,MB56,2025-11-20_16h29.34.781,online_LDT&KRT,,2025.1.1,121.31814590720275,2025-11-20 16h29.51.524630 +0900,
