Task,TrialType,Stimuli,CorrectResponse,StimulusType,thisN,thisTrialN,thisRepN,Trialnumb,LDT_key_resp.keys,LDT_key_resp.corr,LDT_key_resp.rt,LDT_key_resp.duration,LDT_prac_trials.thisRepN,LDT_prac_trials.thisTrialN,LDT_prac_trials.thisN,LDT_prac_trials.thisIndex,LDT_trials.thisRepN,LDT_trials.thisTrialN,LDT_trials.thisN,LDT_trials.thisIndex,thisRow.t,notes,Intro.started,Intro.stopped,LDT_intro.started,keyboard_LDT.started,LDT_intro.stopped,LDT_prac.started,LDT_prac.stopped,LDT_feedback.started,LDT_feedback.stopped,LDT_instr.started,LDT_instr_key_resp.started,LDT_instr.stopped,LDT_trial.started,LDT_stim_text.started,LDT_key_resp.started,LDT_trial.stopped,LDT_trials.LDT_key_resp.keys,LDT_trials.LDT_key_resp.corr,LDT_trials.LDT_key_resp.rt,LDT_trials.LDT_key_resp.duration,LDT_break.started,LDT_break.stopped,end.started,end.stopped,Participant,date,expName,expVersion,psychopyVersion,frameRate,expStart,
,,,,,,,,,,,,,,,,,,,,,,,0.005692899998393841,2.16977919999772,,,,,,,,,,,,,,,,,,,,,,,MB16,2025-10-14_17h22.22.123,online_LDT&KRT,,2025.1.1,121.2479812208483,2025-10-14 17h22.29.554529 +0900,
,,,,,,,,,,,,,,,,,,,,,,,,,2.169802399999753,2.1825691999983974,15.729900300000736,,,,,,,,,,,,,,,,,,,,MB16,2025-10-14_17h22.22.123,online_LDT&KRT,,2025.1.1,121.2479812208483,2025-10-14 17h22.29.554529 +0900,
LDT,Practice,lankua,a,nonword,0,0,0,,,,,,0,0,0,9,,,,,15.745987899998,,,,,,,15.737704600000143,17.823580399999628,17.82754120000027,18.8159702999983,,,,,,,,,,,,,,,,MB16,2025-10-14_17h22.22.123,online_LDT&KRT,,2025.1.1,121.2479812208483,2025-10-14 17h22.29.554529 +0900,
LDT,Practice,cucumber,l,word,1,1,0,,,,,,0,1,1,1,,,,,18.824150000000373,,,,,,,18.81994829999894,20.259284600000683,20.259309799999755,21.251686899999186,,,,,,,,,,,,,,,,MB16,2025-10-14_17h22.22.123,online_LDT&KRT,,2025.1.1,121.2479812208483,2025-10-14 17h22.29.554529 +0900,
LDT,Practice,format,l,word,2,2,0,,,,,,0,2,2,3,,,,,21.25990449999881,,,,,,,21.254610500000126,22.478113099998154,22.47813859999951,23.47053269999742,,,,,,,,,,,,,,,,MB16,2025-10-14_17h22.22.123,online_LDT&KRT,,2025.1.1,121.2479812208483,2025-10-14 17h22.29.554529 +0900,
LDT,Practice,huftuk,a,nonword,3,3,0,,,,,,0,3,3,8,,,,,23.478696499998478,,,,,,,23.472592499998427,24.58859659999871,24.588621499999135,25.58104959999764,,,,,,,,,,,,,,,,MB16,2025-10-14_17h22.22.123,online_LDT&KRT,,2025.1.1,121.2479812208483,2025-10-14 17h22.29.554529 +0900,
LDT,Practice,baseball,l,word,4,4,0,,,,,,0,4,4,4,,,,,25.589127200000803,,,,,,,25.583282999999938,26.59888990000036,26.5989155999996,27.59132479999971,,,,,,,,,,,,,,,,MB16,2025-10-14_17h22.22.123,online_LDT&KRT,,2025.1.1,121.2479812208483,2025-10-14 17h22.29.554529 +0900,
LDT,Practice,truck,l,word,5,5,0,,,,,,0,5,5,2,,,,,27.599464999999327,,,,,,,27.59242599999925,28.709439800000837,28.70946499999991,29.701822600000014,,,,,,,,,,,,,,,,MB16,2025-10-14_17h22.22.123,online_LDT&KRT,,2025.1.1,121.2479812208483,2025-10-14 17h22.29.554529 +0900,
LDT,Practice,concept,l,word,6,6,0,,,,,,0,6,6,0,,,,,29.709965699999884,,,,,,,29.704195499998605,30.94499050000013,30.945015799999965,31.937307799998962,,,,,,,,,,,,,,,,MB16,2025-10-14_17h22.22.123,online_LDT&KRT,,2025.1.1,121.2479812208483,2025-10-14 17h22.29.554529 +0900,
LDT,Practice,cluerk,a,nonword,7,7,0,,,,,,0,7,7,5,,,,,31.94552769999791,,,,,,,31.938829099999566,33.0804078000001,33.08043309999994,34.07283079999979,,,,,,,,,,,,,,,,MB16,2025-10-14_17h22.22.123,online_LDT&KRT,,2025.1.1,121.2479812208483,2025-10-14 17h22.29.554529 +0900,
