Task,TrialType,Stimuli,CorrectResponse,StimulusType,thisN,thisTrialN,thisRepN,Trialnumb,LDT_key_resp.keys,LDT_key_resp.corr,LDT_key_resp.rt,LDT_key_resp.duration,LDT_prac_trials.thisRepN,LDT_prac_trials.thisTrialN,LDT_prac_trials.thisN,LDT_prac_trials.thisIndex,LDT_trials.thisRepN,LDT_trials.thisTrialN,LDT_trials.thisN,LDT_trials.thisIndex,thisRow.t,notes,Intro.started,Intro.stopped,LDT_intro.started,keyboard_LDT.started,LDT_intro.stopped,LDT_prac.started,LDT_prac.stopped,LDT_feedback.started,LDT_feedback.stopped,LDT_instr.started,LDT_instr_key_resp.started,LDT_instr.stopped,LDT_trial.started,LDT_stim_text.started,LDT_key_resp.started,LDT_trial.stopped,LDT_trials.LDT_key_resp.keys,LDT_trials.LDT_key_resp.corr,LDT_trials.LDT_key_resp.rt,LDT_trials.LDT_key_resp.duration,LDT_break.started,LDT_break.stopped,end.started,end.stopped,Participant,date,expName,expVersion,psychopyVersion,frameRate,expStart,
,,,,,,,,,,,,,,,,,,,,,,,0.006228799989912659,2.477713899977971,,,,,,,,,,,,,,,,,,,,,,,51,2025-11-12_13h24.31.671,online_LDT&KRT,,2025.1.1,121.08018049947572,2025-11-12 13h24.37.691729 +0900,
,,,,,,,,,,,,,,,,,,,,,,,,,2.4777453999849968,2.4917331999749877,35.21640279999701,,,,,,,,,,,,,,,,,,,,51,2025-11-12_13h24.31.671,online_LDT&KRT,,2025.1.1,121.08018049947572,2025-11-12 13h24.37.691729 +0900,
LDT,Practice,huftuk,a,nonword,0,0,0,,,,,,0,0,0,8,,,,,35.232518600008916,,,,,,,35.224192499998026,38.561245599994436,38.56532439996954,39.553681599965785,,,,,,,,,,,,,,,,51,2025-11-12_13h24.31.671,online_LDT&KRT,,2025.1.1,121.08018049947572,2025-11-12 13h24.37.691729 +0900,
LDT,Practice,jeong,a,nonword,1,1,0,,,,,,0,1,1,7,,,,,39.561472499975935,,,,,,,39.557821700000204,41.455815299996175,41.45584139996208,42.44831649999833,,,,,,,,,,,,,,,,51,2025-11-12_13h24.31.671,online_LDT&KRT,,2025.1.1,121.08018049947572,2025-11-12 13h24.37.691729 +0900,
LDT,Practice,concept,l,word,2,2,0,,,,,,0,2,2,0,,,,,42.45634539995808,,,,,,,42.450889399973676,44.275402900006156,44.27543079998577,45.26772239996353,,,,,,,,,,,,,,,,51,2025-11-12_13h24.31.671,online_LDT&KRT,,2025.1.1,121.08018049947572,2025-11-12 13h24.37.691729 +0900,
LDT,Practice,yami,a,nonword,3,3,0,,,,,,0,3,3,6,,,,,45.275885200011544,,,,,,,45.27073799999198,46.71937219996471,46.71939990000101,47.71191189996898,,,,,,,,,,,,,,,,51,2025-11-12_13h24.31.671,online_LDT&KRT,,2025.1.1,121.08018049947572,2025-11-12 13h24.37.691729 +0900,
LDT,Practice,baseball,l,word,4,4,0,,,,,,0,4,4,4,,,,,47.71988489996875,,,,,,,47.715169699979015,49.08845849998761,49.088485099957325,50.08081869996386,,,,,,,,,,,,,,,,51,2025-11-12_13h24.31.671,online_LDT&KRT,,2025.1.1,121.08018049947572,2025-11-12 13h24.37.691729 +0900,
LDT,Practice,cluerk,a,nonword,5,5,0,,,,,,0,5,5,5,,,,,50.08900639996864,,,,,,,50.08305570000084,54.48572039999999,54.485747699975036,55.477904099971056,,,,,,,,,,,,,,,,51,2025-11-12_13h24.31.671,online_LDT&KRT,,2025.1.1,121.08018049947572,2025-11-12 13h24.37.691729 +0900,
LDT,Practice,truck,l,word,6,6,0,,,,,,0,6,6,2,,,,,55.485952999966685,,,,,,,55.478990499977954,56.962844599969685,56.962870299990755,57.95530539995525,,,,,,,,,,,,,,,,51,2025-11-12_13h24.31.671,online_LDT&KRT,,2025.1.1,121.08018049947572,2025-11-12 13h24.37.691729 +0900,
LDT,Practice,lankua,a,nonword,7,7,0,,,,,,0,7,7,9,,,,,57.963398699997924,,,,,,,57.95699649996823,60.17450739996275,60.174534199992195,61.16688159998739,,,,,,,,,,,,,,,,51,2025-11-12_13h24.31.671,online_LDT&KRT,,2025.1.1,121.08018049947572,2025-11-12 13h24.37.691729 +0900,
LDT,Practice,format,l,word,8,8,0,,,,,,0,8,8,3,,,,,61.17497459996957,,,,,,,61.16863149998244,62.51838259998476,62.51840969995828,63.510874299972784,,,,,,,,,,,,,,,,51,2025-11-12_13h24.31.671,online_LDT&KRT,,2025.1.1,121.08018049947572,2025-11-12 13h24.37.691729 +0900,
LDT,Practice,cucumber,l,word,9,9,0,,,,,,0,9,9,1,,,,,63.51893249998102,,,,,,,63.51206290000118,65.76332249998813,65.76334750000387,66.75589859997854,,,,,,,,,,,,,,,,51,2025-11-12_13h24.31.671,online_LDT&KRT,,2025.1.1,121.08018049947572,2025-11-12 13h24.37.691729 +0900,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66.75595139997313,66.76381639996544,93.49921479995828,,,,,,,,,,,,,51,2025-11-12_13h24.31.671,online_LDT&KRT,,2025.1.1,121.08018049947572,2025-11-12 13h24.37.691729 +0900,
LDT,Target,data,l,word,0,0,0,41,l,1,0.6945648000109941,None,,,,,0,0,0,40,93.53211359999841,,,,,,,,,,,,,,93.52226459997473,93.9909059999627,93.9909059999627,94.69202749995748,l,1,0.6945648000109941,None,94.69206759997178,94.69207980000647,,,51,2025-11-12_13h24.31.671,online_LDT&KRT,,2025.1.1,121.08018049947572,2025-11-12 13h24.37.691729 +0900,
LDT,Target,seft,a,nonword,1,1,0,188,a,1,1.5097819999791682,None,,,,,0,1,1,187,94.70003899995936,,,,,,,,,,,,,,94.69314950000262,95.18389529996784,95.18389529996784,96.69413059996441,a,1,1.5097819999791682,None,96.69417289999546,96.69418479996966,,,51,2025-11-12_13h24.31.671,online_LDT&KRT,,2025.1.1,121.08018049947572,2025-11-12 13h24.37.691729 +0900,
LDT,Target,week,l,word,2,2,0,28,l,1,0.5953869000077248,None,,,,,0,2,2,27,96.70203879999463,,,,,,,,,,,,,,96.69641729997238,97.18572919996222,97.18572919996222,97.78685139998561,l,1,0.5953869000077248,None,97.78689439996378,97.78690649999771,,,51,2025-11-12_13h24.31.671,online_LDT&KRT,,2025.1.1,121.08018049947572,2025-11-12 13h24.37.691729 +0900,
LDT,Target,boom,l,word,3,3,0,96,l,1,0.6464523000176996,None,,,,,0,3,3,95,97.7946646999917,,,,,,,,,,,,,,97.78788379998878,98.27849190001143,98.27849190001143,98.92957279999973,l,1,0.6464523000176996,None,98.92961190000642,98.92962289997377,,,51,2025-11-12_13h24.31.671,online_LDT&KRT,,2025.1.1,121.08018049947572,2025-11-12 13h24.37.691729 +0900,
LDT,Target,sere,a,nonword,4,4,0,190,a,1,1.2162925000302494,None,,,,,0,4,4,189,98.9376409999677,,,,,,,,,,,,,,98.93074340000749,99.4214331000112,99.4214331000112,100.63962480000919,a,1,1.2162925000302494,None,100.63966340001207,100.6396751999855,,,51,2025-11-12_13h24.31.671,online_LDT&KRT,,2025.1.1,121.08018049947572,2025-11-12 13h24.37.691729 +0900,
LDT,Target,daste,a,nonword,5,5,0,136,a,1,1.8336337999789976,None,,,,,0,5,5,135,100.6475047999993,,,,,,,,,,,,,,100.6408218999859,101.13130889995955,101.13130889995955,102.96718739997596,a,1,1.8336337999789976,None,102.96722839999711,102.96724049997283,,,51,2025-11-12_13h24.31.671,online_LDT&KRT,,2025.1.1,121.08018049947572,2025-11-12 13h24.37.691729 +0900,
LDT,Target,name,l,word,6,6,0,32,l,1,0.5942830999847502,None,,,,,0,6,6,31,102.97481829999015,,,,,,,,,,,,,,102.96818059997167,103.45865689998027,103.45865689998027,104.05973949999316,l,1,0.5942830999847502,None,104.05977970000822,104.05979099997785,,,51,2025-11-12_13h24.31.671,online_LDT&KRT,,2025.1.1,121.08018049947572,2025-11-12 13h24.37.691729 +0900,
LDT,Target,frow,a,nonword,7,7,0,142,a,1,1.1659302999614738,None,,,,,0,7,7,141,104.06760349997785,,,,,,,,,,,,,,104.06082909996621,104.55140479997499,104.55140479997499,105.7196915000095,a,1,1.1659302999614738,None,105.71973119996255,105.71974309999496,,,51,2025-11-12_13h24.31.671,online_LDT&KRT,,2025.1.1,121.08018049947572,2025-11-12 13h24.37.691729 +0900,
LDT,Target,lals,a,nonword,8,8,0,167,a,1,0.7459591999650002,None,,,,,0,8,8,166,105.72765610000351,,,,,,,,,,,,,,105.72090559999924,106.21137430000817,106.21137430000817,106.9627574000042,a,1,0.7459591999650002,None,106.96280069998465,106.96281249995809,,,51,2025-11-12_13h24.31.671,online_LDT&KRT,,2025.1.1,121.08018049947572,2025-11-12 13h24.37.691729 +0900,
LDT,Target,yast,a,nonword,9,9,0,218,a,1,0.7907479000277817,None,,,,,0,9,9,217,106.97045049996814,,,,,,,,,,,,,,106.96382339997217,107.45425979996799,107.45425979996799,108.24730459996499,a,1,0.7907479000277817,None,108.24734309996711,108.24735409999266,,,51,2025-11-12_13h24.31.671,online_LDT&KRT,,2025.1.1,121.08018049947572,2025-11-12 13h24.37.691729 +0900,
LDT,Target,music,l,word,10,10,0,13,l,1,0.6349128000438213,None,,,,,0,10,10,12,108.25516150001204,,,,,,,,,,,,,,108.24840619997121,108.73890349996509,108.73890349996509,109.38171569997212,l,1,0.6349128000438213,None,109.38175790000241,109.38176989997737,,,51,2025-11-12_13h24.31.671,online_LDT&KRT,,2025.1.1,121.08018049947572,2025-11-12 13h24.37.691729 +0900,
LDT,Target,long,l,word,11,11,0,6,l,1,0.6677025000099093,None,,,,,0,11,11,5,109.38962669996545,,,,,,,,,,,,,,109.38276579999365,109.8733426000108,109.8733426000108,110.54954099998577,l,1,0.6677025000099093,None,110.5495791999856,110.54959040001268,,,51,2025-11-12_13h24.31.671,online_LDT&KRT,,2025.1.1,121.08018049947572,2025-11-12 13h24.37.691729 +0900,
LDT,Target,spy,l,word,12,12,0,99,l,1,0.8524129000143148,None,,,,,0,12,12,98,110.55736139998771,,,,,,,,,,,,,,110.55057239998132,111.04121489997488,111.04121489997488,111.90092189999996,l,1,0.8524129000143148,None,111.90096709999489,111.90097929997137,,,51,2025-11-12_13h24.31.671,online_LDT&KRT,,2025.1.1,121.08018049947572,2025-11-12 13h24.37.691729 +0900,
LDT,Target,sell,l,word,13,13,0,65,l,1,0.61248870001873,None,,,,,0,13,13,64,111.90870490000816,,,,,,,,,,,,,,111.90214469999773,112.39252319996012,112.39252319996012,113.01038409996545,l,1,0.61248870001873,None,113.01042259996757,113.01043490000302,,,51,2025-11-12_13h24.31.671,online_LDT&KRT,,2025.1.1,121.08018049947572,2025-11-12 13h24.37.691729 +0900,
LDT,Target,pay,l,word,14,14,0,42,l,1,0.5593410999863409,None,,,,,0,14,14,41,113.01815839996561,,,,,,,,,,,,,,113.01136539998697,113.5021010999917,113.5021010999917,114.06980299996212,l,1,0.5593410999863409,None,114.06984169996576,114.06985349999741,,,51,2025-11-12_13h24.31.671,online_LDT&KRT,,2025.1.1,121.08018049947572,2025-11-12 13h24.37.691729 +0900,
LDT,Target,serve,l,word,15,15,0,80,l,1,0.6037530000321567,None,,,,,0,15,15,79,114.07770979998168,,,,,,,,,,,,,,114.07196139998268,114.56136629998218,114.56136629998218,115.17090849997476,l,1,0.6037530000321567,None,115.17094829998678,115.1709595999564,,,51,2025-11-12_13h24.31.671,online_LDT&KRT,,2025.1.1,121.08018049947572,2025-11-12 13h24.37.691729 +0900,
