Task,TrialType,Stimuli,CorrectResponse,StimulusType,thisN,thisTrialN,thisRepN,Trialnumb,LDT_key_resp.keys,LDT_key_resp.corr,LDT_key_resp.rt,LDT_key_resp.duration,LDT_prac_trials.thisRepN,LDT_prac_trials.thisTrialN,LDT_prac_trials.thisN,LDT_prac_trials.thisIndex,LDT_trials.thisRepN,LDT_trials.thisTrialN,LDT_trials.thisN,LDT_trials.thisIndex,thisRow.t,notes,Intro.started,Intro.stopped,LDT_intro.started,keyboard_LDT.started,LDT_intro.stopped,LDT_prac.started,LDT_prac.stopped,LDT_feedback.started,LDT_feedback.stopped,LDT_instr.started,LDT_instr_key_resp.started,LDT_instr.stopped,LDT_trial.started,LDT_stim_text.started,LDT_key_resp.started,LDT_trial.stopped,LDT_trials.LDT_key_resp.keys,LDT_trials.LDT_key_resp.corr,LDT_trials.LDT_key_resp.rt,LDT_trials.LDT_key_resp.duration,LDT_break.started,LDT_break.stopped,end.started,end.stopped,Participant,date,expName,expVersion,psychopyVersion,frameRate,expStart,
,,,,,,,,,,,,,,,,,,,,,,,0.002668800007086247,0.9260611000354402,,,,,,,,,,,,,,,,,,,,,,,MB10,2025-11-10_20h04.24.159,online_LDT&KRT,,2025.1.1,121.33684084320468,2025-11-10 20h05.22.718842 +0900,
,,,,,,,,,,,,,,,,,,,,,,,,,0.9260852000443265,0.9372083000489511,5.91776820004452,,,,,,,,,,,,,,,,,,,,MB10,2025-11-10_20h04.24.159,online_LDT&KRT,,2025.1.1,121.33684084320468,2025-11-10 20h05.22.718842 +0900,
LDT,Practice,jeong,a,nonword,0,0,0,,,,,,0,0,0,7,,,,,5.933826000022236,,,,,,,5.925754900032189,7.310577800031751,7.314448600052856,8.303070700028911,,,,,,,,,,,,,,,,MB10,2025-11-10_20h04.24.159,online_LDT&KRT,,2025.1.1,121.33684084320468,2025-11-10 20h05.22.718842 +0900,
LDT,Practice,format,l,word,1,1,0,,,,,,0,1,1,3,,,,,8.311207899998408,,,,,,,8.30715530004818,9.404384299996309,9.404408800008241,10.396843800030183,,,,,,,,,,,,,,,,MB10,2025-11-10_20h04.24.159,online_LDT&KRT,,2025.1.1,121.33684084320468,2025-11-10 20h05.22.718842 +0900,
LDT,Practice,lankua,a,nonword,2,2,0,,,,,,0,2,2,9,,,,,10.405026599997655,,,,,,,10.399669800011907,11.514849200029857,11.514875000051688,12.507326900027692,,,,,,,,,,,,,,,,MB10,2025-11-10_20h04.24.159,online_LDT&KRT,,2025.1.1,121.33684084320468,2025-11-10 20h05.22.718842 +0900,
LDT,Practice,concept,l,word,3,3,0,,,,,,0,3,3,0,,,,,12.515380199998617,,,,,,,12.50985660002334,13.725391300045885,13.725415900000371,14.71779060002882,,,,,,,,,,,,,,,,MB10,2025-11-10_20h04.24.159,online_LDT&KRT,,2025.1.1,121.33684084320468,2025-11-10 20h05.22.718842 +0900,
LDT,Practice,truck,l,word,4,4,0,,,,,,0,4,4,2,,,,,14.725896600051783,,,,,,,14.718954600044526,15.702316000009887,15.70233990001725,16.69472820003284,,,,,,,,,,,,,,,,MB10,2025-11-10_20h04.24.159,online_LDT&KRT,,2025.1.1,121.33684084320468,2025-11-10 20h05.22.718842 +0900,
LDT,Practice,yami,a,nonword,5,5,0,,,,,,0,5,5,6,,,,,16.702903700002935,,,,,,,16.697081800026353,17.987929399998393,17.98795430001337,18.980345500051044,,,,,,,,,,,,,,,,MB10,2025-11-10_20h04.24.159,online_LDT&KRT,,2025.1.1,121.33684084320468,2025-11-10 20h05.22.718842 +0900,
LDT,Practice,cucumber,l,word,6,6,0,,,,,,0,6,6,1,,,,,18.988490400020964,,,,,,,18.982396700012032,20.206796600017697,20.206822400039528,21.19922970002517,,,,,,,,,,,,,,,,MB10,2025-11-10_20h04.24.159,online_LDT&KRT,,2025.1.1,121.33684084320468,2025-11-10 20h05.22.718842 +0900,
LDT,Practice,huftuk,a,nonword,7,7,0,,,,,,0,7,7,8,,,,,21.207406100002117,,,,,,,21.201534699997865,22.484145000053104,22.484170700015966,23.476498900039587,,,,,,,,,,,,,,,,MB10,2025-11-10_20h04.24.159,online_LDT&KRT,,2025.1.1,121.33684084320468,2025-11-10 20h05.22.718842 +0900,
LDT,Practice,baseball,l,word,8,8,0,,,,,,0,8,8,4,,,,,23.484613900014665,,,,,,,23.478647400042973,24.57782380003482,24.577847700042184,25.570293800032232,,,,,,,,,,,,,,,,MB10,2025-11-10_20h04.24.159,online_LDT&KRT,,2025.1.1,121.33684084320468,2025-11-10 20h05.22.718842 +0900,
LDT,Practice,cluerk,a,nonword,9,9,0,,,,,,0,9,9,5,,,,,25.578390200040303,,,,,,,25.57136870000977,26.604960400029086,26.604985300044063,27.597231100022327,,,,,,,,,,,,,,,,MB10,2025-11-10_20h04.24.159,online_LDT&KRT,,2025.1.1,121.33684084320468,2025-11-10 20h05.22.718842 +0900,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.597275500011165,27.60539440001594,28.3566364000435,,,,,,,,,,,,,MB10,2025-11-10_20h04.24.159,online_LDT&KRT,,2025.1.1,121.33684084320468,2025-11-10 20h05.22.718842 +0900,
LDT,Target,wass,a,nonword,0,0,0,215,l,0,0.9823736000107601,None,,,,,0,0,0,214,28.389523500052746,,,,,,,,,,,,,,28.37860290001845,28.848266900051385,28.848266900051385,29.833132100000512,l,0,0.9823736000107601,None,29.83316780003952,29.833180900022853,,,MB10,2025-11-10_20h04.24.159,online_LDT&KRT,,2025.1.1,121.33684084320468,2025-11-10 20h05.22.718842 +0900,
LDT,Target,kire,a,nonword,1,1,0,166,a,1,0.6728059999877587,None,,,,,0,1,1,165,29.84095929999603,,,,,,,,,,,,,,29.83413740003016,30.324760400049854,30.324760400049854,31.000947699998505,a,1,0.6728059999877587,None,31.00098460004665,31.000996600021608,,,MB10,2025-11-10_20h04.24.159,online_LDT&KRT,,2025.1.1,121.33684084320468,2025-11-10 20h05.22.718842 +0900,
LDT,Target,anto,a,nonword,2,2,0,117,a,1,1.3219124000170268,None,,,,,0,2,2,116,31.008840500027873,,,,,,,,,,,,,,31.001821400015615,31.49259090004489,31.49259090004489,32.81933560001198,a,1,1.3219124000170268,None,32.81937270000344,32.81938350002747,,,MB10,2025-11-10_20h04.24.159,online_LDT&KRT,,2025.1.1,121.33684084320468,2025-11-10 20h05.22.718842 +0900,
